Institution,Country,Latitude,Longitude
"Tel Aviv University, Technion",Israel,32.113496,34.803609
"Computer Science Department, University of California, Los Angeles",United States,34.0699182,-118.4438495
IIT Bombay,India,19.1330605,72.9151061
University of Stuttgart and Max Planck Research School for Intelligent Systems,Germany,48.7468939,9.0805141
BNP Paribas,France,,
Mohamed bin Zayed Univeristy of AI,United Arab Emirates,23.424076,53.847818
Universidade do Porto,Portugal,41.1465479,-8.6156998
Institute of Automation of Chinese Academy of Sciences,China,39.9106327,116.3356321
Adobe Research,USA,37.09024,-95.712891
"Department of Computer Science, University of Massachusetts, Amherst",United States,42.3873167,-72.53142179999999
Toyota Technological Institute at Chicago,United States,41.7846982,-87.5925848
Ludwig-Maximilians-Universität München,Germany,48.1509185,11.5798609
Nanjing University of Science and Technology,China,32.0583799,118.79647
Sensetime Ltd.,China,35.86166,104.195397
", University of Hong Kong",China,22.3193039,114.1693611
wechat pay,China,35.86166,104.195397
Cognizant Technology Solutions Corporation,USA,37.09024,-95.712891
"CISPA, Saarland Informatics Campus",Germany,49.2593489,7.0515591
", Chinese Academy of Sciences",China,39.9106327,116.3356321
VISA,United States,37.09024,-95.712891
University of Essex,United Kingdom,51.87772589999999,0.9472069000000001
"Max Planck Institute for Informatics, Saarland Informatics Campus",Germany,49.257775,7.04602
Zhipu AI,China,35.86166,104.195397
"Applied Research Center, Tencent PCG",China,35.86166,104.195397
Novozymes A/S,Denmark,55.7569175,12.4546518
"Netease, Fuxi AI Lab",China,35.86166,104.195397
Purdue University,United States,40.4237054,-86.92119459999999
VERSES,Netherlands,52.132633,5.291265999999999
"Halicioglu Data Science Institute, University of California, San Diego",United States,32.8805631,-117.2338242
University of Texas at Dallas,United States,32.9856977,-96.7502473
Genentech,USA,,
Umea University,Sweden,63.82022240000001,20.3054461
Skolkovo Institute of Science and Technology,Russia,55.6977407,37.3595732
"KTH Royal Institute of Technology, Stockholm, Sweden",Sweden,59.3498706,18.0702566
Dalle Molle Institute for Artificial Intelligence (IDSIA),Switzerland,46.0124542,8.961266499999999
ByteDance,China,35.86166,104.195397
Beijing Institute of Mathematical Sciences and Applications,China,39.904211,116.407395
Florida State University,United States,30.442087,-84.2979579
University of Pennsylvania,United States,41.2033216,-77.1945247
"AIR, Tsinghua University",China,39.9996674,116.3264439
MediaTek USA Inc,Taiwan,23.69781,120.960515
"Max Planck Institute for Biological Cybernetics, Max-Planck Institute",Germany,48.5371804,9.059335299999999
University of Calabria,Italy,39.3617989,16.2261297
New York Structural Biology Center,United States,37.09024,-95.712891
Samsung Advanced Institute of Technology (SAIT),South Korea,37.2524154,127.0541823
"Indian Institute of Technology, Hyderabad",India,17.5947027,78.1230401
"Computer Science Department, Technion - Israel Institute of Technology",Israel,32.7767783,35.0231271
HKUST,Hong Kong,22.3193039,114.1693611
Luxembourg Institute of Science and Technology,Luxembourg,49.5017,5.948779999999999
Indian Institute of Technology Hyderabad,India,17.5947027,78.1230401
"DAMO Academy, Alibaba Group",China,35.86166,104.195397
"Department of Computer Science, University of Massachusetts at Lowell",United States,42.6334247,-71.31617179999999
Universität Paderborn,Germany,51.7081276,8.772273199999999
MI-6 Ltd.,United Kingdom,55.378051,-3.435973
Comcast,United States,37.09024,-95.712891
CyberAgent,Japan,36.204824,138.252924
"IBM Research, MIT-IBM Watson AI Lab",USA,42.3623042,-71.086727
Télécom ParisTech,France,48.71324629999999,2.2002358
NTT DATA Mathematical Systems Inc.,Japan,36.204824,138.252924
Western Washington University,United States,48.7342877,-122.4866102
Oslo Metropolitan University,Norway,59.9203616,10.7378002
TCL AI LAB,China,35.86166,104.195397
C3 AI,USA,37.09024,-95.712891
Harbin Institute Of Technology,China,45.7470436,126.6334305
North Carolina State University,United States,35.7850744,-78.6812824
"Tianjin Unibersity, China",China,39.108067,117.176196
"IGSNRR, Chinese Academy of Sciences, Beijing, China",China,39.9106327,116.3356321
Google,United States,37.09024,-95.712891
Motional,USA,37.09024,-95.712891
", University of British Columbia",Canada,49.26060520000001,-123.2459939
MIT CSAIL,USA,42.36194070000001,-71.0904378
"University of California, Riverside",United States,33.9737055,-117.3280644
Université Laval,Canada,46.78174629999999,-71.2747424
Edith Cowan University,Australia,-31.7522505,115.7728829
VRCREW,Korea,35.907757,127.766922
Roche Diagnostics,Switzerland,47.1501798,8.432718
University of the Chinese Academy of Sciences,China,40.408141,116.682386
"Peng Cheng Lab, Shenzhen",China,22.5735938,113.9445153
Drexel University,United States,39.9566127,-75.18994409999999
Örebro University,Sweden,59.2547883,15.2492854
University of Oxford,United Kingdom,51.75704289999999,-1.2545179
Laboratoire national de métrologie,France,48.82927100000001,2.295037
ByteDance Inc,China,35.86166,104.195397
Artificial Intelligence Research Institute,NA,55.76078010000001,37.6625083
Dickinson College,United States,40.2027462,-77.2008334
"Hitachi America, Ltd.",Japan,36.204824,138.252924
Huawei R&D UK,United Kingdom,55.378051,-3.435973
"Technion - Israel Institute of Technology, Technion - Israel Institute of Technology",Israel,32.7767783,35.0231271
"Center on Frontiers of Computing Studies,Peking University",China,39.904211,116.407395
"Tata institute of fundamental research, Mumbai",India,18.9065257,72.8051318
"Otsuka Pharmaceutical Development & Commercialization, Inc.",Japan,36.204824,138.252924
University of Modena and Reggio Emilia,Italy,44.6451145,10.928124
VUNO,South Korea,37.5050428,127.0236893
Fujitsu Limited,Japan,36.204824,138.252924
"Microsoft Research, Redmond",United States,47.6739881,-122.121512
Cedarville University,United States,39.7495287,-83.81263299999999
"Kyoto University, Kyoto University",Japan,35.0262444,135.7808218
Google Brain,USA,37.09024,-95.712891
Alibaba Group US,China,37.09024,-95.712891
University of Macau,China,22.130002,113.5457795
Institut Agro Rennes-Angers,France,47.4802379,-0.6060190999999999
Pacific Northwest National Laboratory,United States,46.3451404,-119.2792298
Horizon Robotics Inc.,China,35.86166,104.195397
GE Healthcare,United Kingdom,55.378051,-3.435973
Criteo AI Lab,France,46.227638,2.213749
Universität Mannheim,Germany,49.4831102,8.4634512
"Rheinische Friedrich-Wilhelms-Universität Bonn, Rheinische Friedrich-Wilhelms Universität Bonn",Germany,50.7267806,7.0864528
Bar Ilan University,Israel,32.0691989,34.8430876
Ulm University,Germany,48.4010822,9.987607599999999
"Heidelberg University, Ruprecht-Karls-Universität Heidelberg",Germany,49.41066,8.706554299999999
Together AI,USA,37.09024,-95.712891
TianyiJiaotong Technology,China,35.86166,104.195397
University of Science and Technology of China,China,31.821994,117.28059
IDEMIA,France,,
Universidade de Sao Paulo,Brazil,-23.5613991,-46.7307891
INSAIT - Sofia Un.,Bulgaria,42.6703488,23.3717729
OPPO Research Institute,China,35.86166,104.195397
China University of Petroleum,China,37.4623077,118.5005322
"Department of Computer Science, University of Wisconsin - Madison",United States,43.076592,-89.4124875
Delft University of Technology,Netherlands,52.0021919,4.3735766
MSR AI4Science China,China,35.86166,104.195397
"Robert Bosch LLC, USA",USA,37.09024,-95.712891
VinUniversity,Vietnam,20.9910527,105.9461784
National Institute of Mental Health,United States,37.09024,-95.712891
"Shenzhen International Graduate School, Tsinghua University, Tsinghua University",China,22.5428599,114.05956
US DEVCOM Army Research Laboratory,United States,37.09024,-95.712891
Fujitsu LIMITED,Japan,36.204824,138.252924
Tsinghua Shenzhen International Graduate School/Tsinghua Berkeley Shenzhen Institute,China,22.5909624,113.9699337
Overland AI,USA,47.648269,-122.3423892
MPI-SWS,Germany,49.25753659999999,7.046263700000001
"Department of computer science and information engineering, National Taiwan University",Taiwan,25.0173405,121.5397518
Cornell University,United States,42.4534492,-76.4735027
Li Auto,China,35.86166,104.195397
"College of Information and Computer Science, University of Massachusetts at Amherst",United States,42.3873167,-72.53142179999999
The Swiss AI Lab IDSIA,Switzerland,46.818188,8.227511999999999
"Technion, Technion",Israel,32.7767783,35.0231271
University of South Florida,United States,28.0587031,-82.41385389999999
FSoft AI Center,Vietnam,14.058324,108.277199
Northeast Normal University,China,43.862026,125.331441
The CISPA Helmholtz Center for Information Security,Germany,51.165691,10.451526
The Hong Kong University of Science and Technology,China,35.86166,104.195397
LINE,Japan,36.204824,138.252924
Janelia Farm Research Campus- HHMI,United States,39.0714096,-77.4642701
CNIC,Pakistan,30.375321,69.34511599999999
"Amsterdam UMC, University of Amsterdam",Netherlands,52.35581819999999,4.955726299999999
Université Libre de Bruxelles,Belgium,50.8132068,4.3822222
ByteDance / TikTok,China,35.86166,104.195397
UMass Chan Medical School Neurobiology Department,United States,37.09024,-95.712891
"College of Computer Science and Technology, Zhejiang University",China,30.30868439999999,120.0864995
G42,UAE,23.424076,53.847818
Alipay,China,35.86166,104.195397
Korea Institue of Science and Technology,South Korea,35.907757,127.766922
JP Morgan & Chase Bank,United States,37.09024,-95.712891
Champalimaud Foundation,Portugal,38.6935321,-9.2214321
Citadel,USA,,
Qingdao University of Science and Technology,China,36.0662299,120.38299
Food and Drug Administration,United States,37.09024,-95.712891
Keio University,Japan,35.6489596,139.7431687
Hacettepe University,Turkey,38.963745,35.243322
IBM Consulting,USA,37.09024,-95.712891
Newcastle University,United Kingdom,54.9791871,-1.6146608
", Johannes Kepler Universität Linz",Austria,48.3372867,14.3164432
"Computer Science Department, Carnegie Mellon University",United States,40.4432027,-79.9428499
University of Technology Nuremberg,Germany,49.429996,11.0750214
KIST,South Korea,37.6010743,127.045341
"Department of Mechanical and Industrial Engineering, University of Toronto, Toronto University",Canada,43.6599435,-79.3941258
University Göttingen,Germany,51.54149460000001,9.9375952
Waymo LLC,USA,37.09024,-95.712891
Indiana University - Bloomington,United States,39.1682449,-86.52300729999999
IBM Thomas J. Watson Research Center,USA,41.2097516,-73.8026467
OrCam technologies LTD,Israel,31.046051,34.851612
"Harvard Medical School, Harvard University",United States,42.3356451,-71.104215
Aurizn Solutions,Australia,-25.274398,133.775136
EMPA Swiss Federal Laboratories for Materials Science and Technology,Switzerland,47.4028411,8.6124601
KeyByte LLC,USA,40.4234183,-86.9270579
TigerGraph,China,35.86166,104.195397
MPI for Intelligent Systems,Germany,48.7468939,9.0805141
Qilu University of Technology (Shandong Academy of Sciences),China,36.644145,117.044936
"University of Freiburg, Albert-Ludwigs-Universität Freiburg",Germany,47.9935441,7.845949599999999
Georgia State University,United States,33.753068,-84.38528190000001
University of Manitoba,Canada,53.7608608,-98.81387629999999
Beijing Technology and Business University,China,39.720361,116.170043
"New York University, Abu Dhabi",United Arab Emirates,24.5238948,54.4345558
Microsft Research Asia,China,35.86166,104.195397
"Inria, Mila",France,48.8370198,2.1031187
Tongji University,China,31.2627211,121.4598975
The University of Queensland,Australia,-27.4976696,153.0128661
HSLU - Lucerne University of Applied Sciences and Arts,Switzerland,47.0468054,8.3149328
Facebook AI,USA,37.09024,-95.712891
"Huawei Canada, Huawei Noah's Ark Lab",Canada,45.5304019,-73.6212211
Hugging Face,France,46.227638,2.213749
University of New South Wales,Australia,-33.917347,151.2312675
"NII, Tokyo Institute of Technology",Japan,35.6060836,139.6828511
Valeo,France,46.227638,2.213749
McGill/Mila,Canada,45.50478469999999,-73.5771511
Université de Nice-Sophia Antipolis,France,43.7168559,7.2679621
Tencent TiMi Studio,China,35.86166,104.195397
AWS AI Labs (Amazon),USA,37.09024,-95.712891
Lawrence Technological University,United States,42.4751235,-83.2507416
Sea Ltd.,Singapore,1.352083,103.819836
Warsaw University of Technology,Poland,52.2212012,21.0080857
Université Paris-Saclay CNRS CentraleSupélec,France,46.227638,2.213749
RJ Research Consulting,USA,37.09024,-95.712891
Amazon AWS,USA,,
University of Athens,Greece,37.9807412,23.7337635
Ariel University Center of Samaria,Israel,32.1031904,35.2077403
"Institute of Computing Technology, Chinese Academy of Sciences, China",China,40.06102,116.17919
University of Trento,Italy,46.0668672,11.1231091
Tencent Group,China,35.86166,104.195397
HippocraticAI,USA,37.09024,-95.712891
Foundation Model Operations Company,NA,,
Bosch Center for Artificial Intelligence (BCAI),Germany,51.165691,10.451526
University of Florence,Italy,43.7777997,11.2593961
University of Oregon,United States,44.0448302,-123.0726055
ITMO University,Russia,59.95717999999999,30.3083389
"Changsha University of Science and Technology, Tsinghua University",China,28.2277799,112.93886
IRT Saint-Exupery,France,43.5634244,1.4885417
Aarhus University,Denmark,56.1659924,10.2000645
Columbia,USA,34.0008322,-81.035147
", University of Texas at Austin",United States,30.2894713,-97.7367917
"Zhejiang University, Tsinghua University",China,30.2655499,120.1536
"University of Nevada, Reno",United States,39.5437205,-119.8141582
University of Groningen,Netherlands,53.2193266,6.562830099999999
Boston College,United States,42.3355488,-71.16849450000001
"Donald Bren School of Information and Computer Sciences, University of California, Irvine",United States,33.64316,-117.841988
Simon Fraser University,Canada,49.27908859999999,-122.9201795
"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Chinese Academy of Sciences",China,22.5428599,114.05956
Prescient Design,USA,40.7403694,-73.9902078
ShanghaiTech University,China,31.1763741,121.5924518
"Google Research, Brain Team",USA,37.09024,-95.712891
MedARC,USA,37.09024,-95.712891
InstaDeep,South Africa,-30.559482,22.937506
Harbin Institute of Technology Shenzhen,China,22.586345,113.9683681
The University of Utah,United States,40.7649368,-111.8421021
"KDDI Research, Inc.",Japan,35.879449,139.518276
LGE,Norway,60.47202399999999,8.468945999999999
"The Chinese University of Hong Kong, shenzhen",China,22.687845,114.209931
Universität Potsdam,Germany,52.4074312,13.0993911
Singapore Management University,Singapore,1.2962727,103.8501578
Bytedance,China,35.86166,104.195397
Rutgers University - Newark,United States,40.7406438,-74.173126
"Sea AI Lab, Sea, Singapore",Singapore,1.352083,103.819836
Texas A&M University - Commerce,United States,33.2406645,-95.91041489999999
Verily,USA,37.09024,-95.712891
Tianjin University,China,39.108067,117.176196
"BioMap, Inc.",China,35.86166,104.195397
Helmholtz-Zentrum Dresden-Rossendorf,Germany,51.0609061,13.9492724
Covariant,USA,37.09024,-95.712891
SenseTime Group Limited,China,35.86166,104.195397
"Qualcomm Inc, QualComm",USA,37.09024,-95.712891
Mila - Quebec AI Institute,Canada,45.5307147,-73.6135931
", University of California, Santa Barbara",United States,34.4153601,-119.8514162
Korea Telecom Research,South Korea,35.907757,127.766922
Karlsruhe Institute of Technology,Germany,49.0134017,8.415165
IBM Research - Zurich,Switzerland,47.3097734,8.5446575
Tumult Labs,USA,37.09024,-95.712891
Baylor College of Medicine,United States,29.7105286,-95.3962414
Institute of Automation，Chinese Academy of Sciences,China,39.980196,116.333305
"Shenzhen International Graduate School, Tsinghua University",China,22.5428599,114.05956
"Department of Computer Science, Yale University",United States,41.3131107,-72.9249713
University of Texas Rio Grande Valley,United States,26.3081983,-98.17401579999999
"Indian Institute of Technology, Roorkee",India,29.8640762,77.8953614
Max Planck Institute of Biochemistry,Germany,48.10503,11.4595788
Baidu,China,35.86166,104.195397
Zaheer,India,20.593684,78.96288
Information Technology University,Pakistan,31.4756215,74.3419804
Cornell Tech,USA,40.7556304,-73.95623010000001
SI-Analytics,Germany,51.165691,10.451526
Augment Computing,NA,,
Lunit Inc.,South Korea,35.907757,127.766922
Yahoo,USA,37.09024,-95.712891
Cisco,USA,37.09024,-95.712891
Swiss Federal Institute of Technology Zurich,Switzerland,47.37638889999999,8.547628
Lingnan University,Hong Kong,22.4109705,113.9830974
IRISA,France,48.1163382,-1.6397623
York University,Canada,56.130366,-106.346771
EPFL - EPF Lausanne,Switzerland,46.5190557,6.5667576
McGill University,Canada,45.50478469999999,-73.5771511
"Department of Computer Science, State University of New York, Stony Brook",United States,40.90413849999999,-73.1237618
AIRI,NA,,
Washington State University,United States,46.7295265,-117.1803059
Gwangju Institute of Science and Technology,South Korea,35.2281817,126.8420227
Nokia Bell Labs,Belgium,50.503887,4.469936
Moscow Institute of Physics and Technology,Russia,55.9297243,37.5199434
INSERM,France,46.227638,2.213749
Technische Hochschule Ingolstadt,Germany,48.76699350000001,11.4326023
Southern Methodist University,United States,32.8412178,-96.78451749999999
"School of Engineering and Applied Science, University of Pennsylvania",United States,39.95179340000001,-75.19095279999999
Shanxi University,China,37.8097105,112.5700854
"University of Edinburgh, University of Edinburgh",United Kingdom,55.9445158,-3.1892413
"University of Colorado, Boulder",United States,40.0073499,-105.2659871
Shanghai Qi Zhi Institute,China,31.230416,121.473701
Max-Planck-Institute for Intelligent Systems,Germany,48.7468939,9.0805141
Jilin University,China,43.82572,125.2850161
University of Saskatchewan,Canada,52.1333989,-106.6313567
Sun Yat-Sen University,China,23.0965384,113.298883
SenseTime Group LTD,China,35.86166,104.195397
Université Paris Dauphine - PSL,France,48.8701419,2.2736197
"IBM Research, Thomas J. Watson Research Center",USA,41.2097516,-73.8026467
Beijing Jiaotong University,China,39.952371,116.347005
Cisco Research,USA,37.09024,-95.712891
Florida Atlantic University,United States,26.3737473,-80.10190229999999
University of Illinois,United States,40.1019523,-88.2271615
"School of Computer Science, Carnegie Mellon University",United States,40.44416469999999,-79.9433725
SqueezeBits Inc.,NA,,
"Department of Computer Science, National Tsing Hua University, National Tsinghua University",Taiwan,23.69781,120.960515
"Department of Computer Science and Operations Research, Université de Montréal",Canada,45.5018869,-73.56739189999999
National Innovation Institute of Defense Technology,NA,,
"Huawei Technologies Ltd., Munich research center",Germany,48.1351253,11.5819806
Institut Supérieur de l'Aéronautique et de l'Espace,France,43.5655361,1.474008
Descript,USA,37.7777464,-122.4226543
pdActive Inc.,NA,,
Nanjing university,China,32.0568391,118.7789602
"Charles University, Prague",Czechia,50.0871106,14.4234889
Black Sesame Technology,China,35.86166,104.195397
Ritsumeikan University,Japan,35.0331762,135.7242997
Aleph Alpha,NA,,
Nippon Medical School,Japan,35.7210943,139.7589509
"University Hospital of Augsburg, Augsburg, Germany",Germany,48.3844443,10.8400603
German Cancer Research Center,Germany,49.414414,8.672960699999999
Hainan University,China,20.06199,110.32874
Huazhong University of Sceince and Technology,China,35.86166,104.195397
University of Munich,Germany,48.1351253,11.5819806
"Indian Institute of Technology Bombay,",India,19.1330605,72.9151061
Virginia Tech,United States,37.22838429999999,-80.42341669999999
University of St. Andrews,Scotland,56.3397753,-2.7967214
Florida International University,United States,25.7562465,-80.3755401
Shandong Jianzhu University,China,36.679158,117.179382
Apple AI Research,USA,37.09024,-95.712891
Pr(Ai)²R Group,NA,,
"Fpt software, Vietnam",Vietnam,14.058324,108.277199
FPT AI Center,Vietnam,21.0269075,105.7886992
University of Montana,United States,46.8619309,-113.9845969
The Chinese University of Hong Kong-Shenzhen,China,22.687845,114.209931
University of Siegen,Germany,50.911246,8.0254579
"Institute for AI Industry Research, Tsinghua University",China,39.9996674,116.3264439
KuaiShou Technology,China,35.86166,104.195397
Paris Saclay University,France,48.7098718,2.1666978
"Geneva School of Business Administration, HES-SO University of Applied Sciences of Western Switzerland;",Switzerland,46.2043907,6.1431577
Flower Labs,NA,,
FAW,Norway,60.47202399999999,8.468945999999999
Shanghai Jiaotong University,China,31.0252201,121.4337784
University of Pisa,Italy,43.7167235,10.3988593
Anonym,NA,,
Sony,Japan,36.204824,138.252924
"Department of Informatics, Technische Universität München",Germany,48.1487646,11.5681764
NetEase Corp,China,35.86166,104.195397
"INF Technology (Shanghai) Co., Ltd.",China,31.230416,121.473701
Suzhou University,China,31.303257,120.651928
"Software Engineering, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439
University of Potsdam,Germany,52.4010314,13.0119098
", University of California, Riverside",United States,33.9737055,-117.3280644
"GenAI, Meta",USA,,
Qualcomm,United States,37.09024,-95.712891
Disney Research|Studios,USA,37.09024,-95.712891
"Washington University, Saint Louis",United States,38.6487895,-90.31079620000001
POSTECH,South Korea,36.0138857,129.3231836
Telecom Paristech,France,48.71324629999999,2.2002358
University of Texas Southwestern Medical Center,United States,32.8157524,-96.8442985
"Computing Science, Simon Fraser University",Canada,49.2774927,-122.9141918
"Institute of Mathematics for Industry, Kyushu University",Japan,36.204824,138.252924
Apple Inc.,United States,37.09024,-95.712891
Stellantis,France,,
Mila - Quebec Artificial Intelligence Institute,Canada,45.5307147,-73.6135931
Airt,NA,,
BASF SE,Germany,51.165691,10.451526
University of Hamburg,Germany,53.5630754,9.9884042
Independent Researcher,NA,,
Southern University of Science and Technology,China,22.593969,113.99894
LBNL,United States,37.0439061,-100.962346
Laboratory for Physical Sciences,United States,37.09024,-95.712891
SalesForce AI Research,USA,37.09024,-95.712891
"Rutherford Appleton Laboratory, Science and Technology Facilities Council",United Kingdom,55.378051,-3.435973
"Electrical Engineering Department, Technion – Israel Institute of Technology",Israel,32.7767783,35.0231271
Charles University Prague,Czechia,50.0871106,14.4234889
Instituto Tecnológico Autonómo de México,Mexico,19.3443468,-99.19972899999999
KAUST,Saudi,22.309465,39.104697
Honda Research Institute USA,USA,37.4042103,-121.9455871
George Mason University,United States,38.8314094,-77.31115299999999
Università degli Studi di Genova,Italy,44.4071448,8.934738099999999
"Ben Gurion University of the Negev, Technion",Israel,31.046051,34.851612
"University College London, University of London",United Kingdom,51.5229649,-0.1309067
TCL Research,China,35.86166,104.195397
IHPC,Ireland,53.77975540000001,-7.3055309
Aleph-Alpha,NA,,
Municipal Parking Services,NA,,
Merantix Momentum,NA,52.5393516,13.3838839
"The Ohio State University, Columbus, OH",United States,39.9993865,-83.0227103
"Department of Computer Science, UIUC",United States,40.1019523,-88.2271615
Central China Normal University,China,35.86166,104.195397
Microsoft Research AI for Science,USA,37.09024,-95.712891
The Jackson Laboratory,USA,37.09024,-95.712891
AI LAB Bytedance,China,35.86166,104.195397
Indian Institute of Science,India,13.0143902,77.56588219999999
Tencent TiMi L1 Studio,China,35.86166,104.195397
"Computer Science and Artificial Intelligence Laboratory, Electrical Engineering & Computer Science",USA,42.36194070000001,-71.0904378
"University of Freiburg, Universität Freiburg",Germany,47.9935441,7.845949599999999
Intel,USA,,
", Tsinghua University",China,39.9996674,116.3264439
Tsinghua university,China,39.9996674,116.3264439
"Guangzhou University, China",China,23.2759012,113.6721525
"Edinburgh University, University of Edinburgh",Scotland,55.9445158,-3.1892413
Technische Universität Dortmund,Germany,51.4894786,7.4146594
Pingan Technology,China,22.54374,113.95081
University of Bari,Italy,41.1205546,16.8684745
Project N,NA,,
UT Austin,United States,30.2894713,-97.7367917
"Shanghai Jiao Tong University, Tsinghua University",China,31.230416,121.473701
CUHKsz,Hong Kong,22.3193039,114.1693611
Osmo Labs,NA,,
Theoretical Neuroscience,USA,37.09024,-95.712891
Flinders University of South Australia,Australia,-35.0253003,138.5699562
Nagoya University,Japan,35.1538553,136.9682402
"Computer Science and Engineering Department, University of California, San Diego",United States,32.881168,-117.2343605
Liaoning University,China,41.8357099,123.42925
Tennessee State University,United States,36.1683703,-86.8258566
Toyota Motor Corporation,Japan,36.204824,138.252924
Liquid AI,NA,,
Amazon Search and AI,NA,,
SI Analytics,NA,,
Deutsches Krebsforschungszentrum,Germany,49.414414,8.672960699999999
Brookhaven National Lab,United States,37.09024,-95.712891
Université de Lille,France,50.6320414,3.0752632
Universidade Federal do Rio de Janeiro,Brazil,-22.8674532,-43.2151914
LSHTM,United Kingdom,51.5209041,-0.1303123
Cruise,NA,,
Technology Innovation Institute,UAE,24.4374032,54.613847
Antgroup,China,35.86166,104.195397
Louisiana State University,United States,30.4132579,-91.1800023
Griffith University,Australia,-25.274398,133.775136
"State University of New York, Buffalo",United States,43.0018111,-78.78952389999999
Syntensor,NA,,
IQVIA,United States,37.09024,-95.712891
Merantix Momentum GmbH,Germany,51.165691,10.451526
NEC-Labs,Japan,36.204824,138.252924
AXA,France,46.227638,2.213749
Sun Yat-sen University,China,23.0965384,113.298883
Fujian Normal University,China,26.0998199,119.2965899
University of Sydney,Australia,-33.8688197,151.2092955
Kyushu University,Japan,36.204824,138.252924
German Research Centre for AI,Germany,49.4295181,7.7513891
Hong Kong Polytechnic University,China,35.86166,104.195397
Friedrich Miescher Institute for Biomedical Research,Switzerland,47.5758668,7.5783463
Institute of Cytology and Genetics SB RAS,Russia,54.8476837,83.10700539999999
TU Darmstadt,Germany,49.8748699,8.6563634
"Department of Computer Science,  University of Illinois Urbana-Champaign",United States,40.1019523,-88.2271615
Sony AI,Japan,36.204824,138.252924
Indiana University,United States,39.1682449,-86.52300729999999
"Department of Software Engineering, Shenzhen University",China,22.5428599,114.05956
"INRIA - Paris, Sierra-project team",France,48.8263629,2.3464407
University of Montreal,Canada,45.5018869,-73.56739189999999
"University of Nevada, Reno, University of Nevada, Reno",USA,39.5437205,-119.8141582
Université Paris-Cité,France,48.8555506,2.3318549
Southeast University,China,32.055981,118.79421
inria,France,48.8370198,2.1031187
Indian Institute of Technology Delhi,India,28.5429676,77.193806
Wake Forest University School of Medicine,United States,36.1001204,-80.24023869999999
DARPA,United States,37.09024,-95.712891
Northeastern University,United States,42.339904,-71.0898892
AI at Meta,USA,,
RebuilderAI,NA,,
Consiglio Nazionale delle Ricerche,Italy,41.87194,12.56738
BorealisAI,Canada,56.130366,-106.346771
Nankai University,China,39.105664,117.15769
Berlin Institute for the Foundations of Learning and Data,Germany,52.52000659999999,13.404954
Kuaishou Technology,China,35.86166,104.195397
Peng Cheng Laboratory,China,22.5735938,113.9445153
"Royal Holloway, University of London",United Kingdom,51.4247097,-0.5667494
College of Wooster,United States,40.81036599999999,-81.9311271
"UII America, Inc.",United States,37.09024,-95.712891
Loyola Marymount University,United States,33.9691953,-118.4188984
Addis Ababa University,Ethiopia,9.033506299999999,38.7636817
Intel Labs,USA,37.09024,-95.712891
Helmholtz Zentrum München,Germany,48.1351253,11.5819806
Shenzhen Research Institute of Big Data,China,22.5428599,114.05956
SenseTime Co.,China,35.86166,104.195397
University of Nottingham,United Kingdom,52.9387922,-1.1981057
Helmholtz AI,Germany,51.165691,10.451526
"International Institute of Information Technology, Hyderabad, International Institute of Information Technology Hyderabad",India,17.4448649,78.34981379999999
Oxford University Hospitals,United Kingdom,51.7520209,-1.2577263
Université de Toulouse,France,43.5949246,1.4514067
tencent security,China,35.86166,104.195397
Bytedance US AILab,China,35.86166,104.195397
University of Notre Dame,United States,41.7051917,-86.2351655
University of Massachusetts at Amherst,United States,42.3873167,-72.53142179999999
"Machine Learning Research Lab, Volkswagen Group",Germany,51.165691,10.451526
"Indian Statistical Institute, Dhirubhai Ambani Institute Of Information and Communication Technology",India,20.593684,78.96288
University of York,United Kingdom,53.9461089,-1.0517718
University of Lincoln,United Kingdom,55.378051,-3.435973
"University of Toronto, Mississauga",Canada,43.5482599,-79.66268409999999
The University of Hong Kong,China,22.3193039,114.1693611
"Graduate School of Information Science and Technology, The University of Tokyo",Japan,35.7132182,139.7600017
Kensho Technologies,NA,,
Eberhard-Karls-Universität Tübingen,Germany,48.5252713,9.060423499999999
Tohoku University,Japan,38.253834,140.874074
Alibaba DAMO Academy,China,35.86166,104.195397
"Czech Technical University in Prague, Czech Technical University of Prague",Czechia,50.1031749,14.3947511
Ajou University,South Korea,37.2820187,127.0463409
"University of Minnesota, Minneapolis",USA,44.9753541,-93.2330739
Kakao,South Korea,35.907757,127.766922
"Università degli Studi di Genova, Istituto Italiano di Tecnologia",Italy,44.4071448,8.934738099999999
Royal Melbourne Institute of Technology,Australia,-37.8083331,144.9639386
Tampere University,Finland,61.49435820000001,23.7804048
"Soft Robotics, Inc.",USA,42.5095558,-71.24770269999999
QCraft,China,35.86166,104.195397
FAIR,Ireland,53.77975540000001,-7.3055309
Kyunghee University,South Korea,37.5968367,127.0518435
LG Electronics Inc.,South Korea,35.907757,127.766922
Harvard University,United States,42.3744368,-71.1182488
University of Canberra,Australia,-35.2381421,149.0838384
"Department of Computer Science, ETHZ - ETH Zurich",Switzerland,47.3785319,8.5490961
University of Massachusetts at Dartmouth,United States,41.6130323,-70.9704787
Valence Discovery,NA,45.5304537,-73.61296899999999
Max-Planck Institute for the Physics of Light,Germany,51.165691,10.451526
大疆创新,China,35.86166,104.195397
Novo Nordisk,Denmark,56.26392,9.501785
