,Institution,Country,Latitude,Longitude,Affiliation,Count,geometry
1975,"Institute for Advanced Study, Princeton",United States,40.3316778,-74.66808329999999,,1.0,POINT (-74.66808329999999 40.3316778)
1976,Shanghai Academy of Artificial Intelligence for Science,China,31.230416,121.473701,Shanghai Academy of Artificial Intelligence for Science,3.0,POINT (121.473701 31.230416)
1977,"Saudi Data and AI Authority, Saudi Data and AI Authority",Saudi Arabia,23.885942,45.079162,"Saudi Data and AI Authority, Saudi Data and AI Authority",5.0,POINT (45.079162 23.885942)
1978,"Department of Computer Science, Princeton University",United States,40.350211,-74.65220699999999,"Department of Computer Science, Princeton University",22.0,POINT (-74.65220699999999 40.350211)
1979,Google LLC,USA,37.09024,-95.712891,Google LLC,2.0,POINT (-95.712891 37.09024)
1980,Califrais,,48.7644172,2.3488789,Califrais,1.0,POINT (2.3488789 48.7644172)
1981,Georgetown University,United States,38.9076089,-77.07225849999999,Georgetown University,5.0,POINT (-77.07225849999999 38.9076089)
1982,FABU Inc,,43.711886,-79.3940186,FABU Inc,1.0,POINT (-79.3940186 43.711886)
1983,"University of Michigan, Ann Arbor",USA,42.277145,-83.7382071,"University of Michigan, Ann Arbor",4.0,POINT (-83.7382071 42.277145)
1984,Amazon Web Services,United States,37.09024,-95.712891,Amazon Web Services,32.0,POINT (-95.712891 37.09024)
1985,Hohai University,China,32.054204,118.756843,Hohai University,5.0,POINT (118.756843 32.054204)
1986,Tencent PCG ARC Lab,China,35.86166,104.195397,Tencent PCG ARC Lab,1.0,POINT (104.195397 35.86166)
1987,Microsoft Research Cambridge,United Kingdom,52.19497029999999,0.1349463,Microsoft Research Cambridge,2.0,POINT (0.1349463 52.19497029999999)
1988,Universidad de Alicante,Spain,38.3457685,-0.4909444,Universidad de Alicante,1.0,POINT (-0.4909444 38.3457685)
1989,Point72 Asset Management,United States,37.09024,-95.712891,Point72 Asset Management,1.0,POINT (-95.712891 37.09024)
1990,Shandong University,China,36.64893,117.029014,Shandong University,31.0,POINT (117.029014 36.64893)
1991,"Prescient Design, Genentech",USA,40.7403694,-73.9902078,"Prescient Design, Genentech",6.0,POINT (-73.9902078 40.7403694)
1992,Boeing Research & Technology,United States,32.9714863,-80.11143630000001,Boeing Research & Technology,1.0,POINT (-80.11143630000001 32.9714863)
1993,"NetEase, Inc.",China,35.86166,104.195397,"NetEase, Inc.",8.0,POINT (104.195397 35.86166)
1994,SenseTime Research,China,35.86166,104.195397,SenseTime Research,9.0,POINT (104.195397 35.86166)
1995,NAVER CLOVA,South Korea,35.907757,127.766922,NAVER CLOVA,5.0,POINT (127.766922 35.907757)
1996,Nanyang Technological University,Singapore,1.3483099,103.6831347,Nanyang Technological University,296.0,POINT (103.6831347 1.3483099)
1997,The Ohio State University,United States,39.9993865,-83.0227103,The Ohio State University,14.0,POINT (-83.0227103 39.9993865)
1998,Anhui University,China,31.768001,117.179546,Anhui University,10.0,POINT (117.179546 31.768001)
1999,Southwest Jiaotong University,China,30.6974069,104.0535522,Southwest Jiaotong University,4.0,POINT (104.0535522 30.6974069)
2000,University of California-San Diego,United States,32.881168,-117.2343605,University of California-San Diego,8.0,POINT (-117.2343605 32.881168)
2001,Duke NUS Medical School,Singapore,1.281183,103.8340418,Duke NUS Medical School,1.0,POINT (103.8340418 1.281183)
2002,City University of Hong Kong,Hong Kong,22.3374868,114.1720025,City University of Hong Kong,113.0,POINT (114.1720025 22.3374868)
2003,"Pyramidal, Inc",,40.6864901,-75.4973614,"Pyramidal, Inc",3.0,POINT (-75.4973614 40.6864901)
2004,NORCE Norwegian Research Centre,Norway,60.3840971,5.333340199999999,NORCE Norwegian Research Centre,1.0,POINT (5.333340199999999 60.3840971)
2005,Tencent Oline Video,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
2006,Huawei Noah‘s Ark Lab,China,35.86166,104.195397,Huawei Noah‘s Ark Lab,4.0,POINT (104.195397 35.86166)
2007,Xidian University,China,35.86166,104.195397,Xidian University,72.0,POINT (104.195397 35.86166)
2008,", McGill University",Canada,45.50478469999999,-73.5771511,", McGill University",4.0,POINT (-73.5771511 45.50478469999999)
2009,IARAI,Austria,48.20574879999999,16.3861471,IARAI,2.0,POINT (16.3861471 48.20574879999999)
2010,"Department of Computer Science, Duke University",United States,36.0049741,-78.9407215,"Department of Computer Science, Duke University",4.0,POINT (-78.9407215 36.0049741)
2011,Arizona State University,United States,33.4229975,-111.9278306,Arizona State University,61.0,POINT (-111.9278306 33.4229975)
2012,Technical University of Denmark,Denmark,55.7860512,12.5233698,Technical University of Denmark,31.0,POINT (12.5233698 55.7860512)
2013,"Wechat, Tencent",China,35.86166,104.195397,"Wechat, Tencent",1.0,POINT (104.195397 35.86166)
2014,"Data61, CSIRO",Australia,-33.895426,151.197152,"Data61, CSIRO",8.0,POINT (151.197152 -33.895426)
2015,"Computer Science Department, University of Texas, Austin",United States,30.385939,-97.7362755,"Computer Science Department, University of Texas, Austin",4.0,POINT (-97.7362755 30.385939)
2016,"The Chinese University of Hongkong, Shenzhen",China,22.687845,114.209931,"The Chinese University of Hongkong, Shenzhen",2.0,POINT (114.209931 22.687845)
2017,Institute of Cancer Research,United Kingdom,51.3440949,-0.1892491,Institute of Cancer Research,3.0,POINT (-0.1892491 51.3440949)
2018,"Computer Science - University of Illinois, Chicago",United States,41.8686034,-87.6484377,"Computer Science - University of Illinois, Chicago",1.0,POINT (-87.6484377 41.8686034)
2019,IRT Saint Exupery,France,43.5634244,1.4885417,IRT Saint Exupery,4.0,POINT (1.4885417 43.5634244)
2020,"Computer Science Departmen, Technion-Israel Institute of Technology",Israel,32.7767783,35.0231271,"Computer Science Departmen, Technion-Israel Institute of Technology",5.0,POINT (35.0231271 32.7767783)
2021,The Hong Kong University of Science and Technology (Guangzhou),China,23.1290799,113.26436,The Hong Kong University of Science and Technology (Guangzhou),18.0,POINT (113.26436 23.1290799)
2022,"Indian Institute of Science, Indian Institute of Science",India,13.0143902,77.56588219999999,,1.0,POINT (77.56588219999999 13.0143902)
2023,CISPA – Helmholtz Center for Information Security,Germany,51.165691,10.451526,CISPA – Helmholtz Center for Information Security,2.0,POINT (10.451526 51.165691)
2024,Beihang University,China,39.9843568,116.3446392,Beihang University,86.0,POINT (116.3446392 39.9843568)
2025,Ecole supérieure de physique et chimie,France,48.8412746,2.3475905,Ecole supérieure de physique et chimie,1.0,POINT (2.3475905 48.8412746)
2026,"University of California, Los Angeles",United States,34.0699182,-118.4438495,"University of California, Los Angeles",255.0,POINT (-118.4438495 34.0699182)
2027,National and Kapodistrian University of Athens,Greece,37.9807412,23.7337635,National and Kapodistrian University of Athens,2.0,POINT (23.7337635 37.9807412)
2028,University of Eastern Finland,Finland,62.89091949999999,27.6335958,University of Eastern Finland,1.0,POINT (27.6335958 62.89091949999999)
2029,"FiT,Tencent",China,35.86166,104.195397,"FiT,Tencent",2.0,POINT (104.195397 35.86166)
2030,"National University of Singaore, National University of Singapore",Singapore,1.352083,103.819836,"National University of Singaore, National University of Singapore",2.0,POINT (103.819836 1.352083)
2031,"Institute of Geographic Sciences and Natural Resources Research, CAS",China,39.9106327,116.3356321,"Institute of Geographic Sciences and Natural Resources Research, CAS",1.0,POINT (116.3356321 39.9106327)
2032,Tencent YOUTU Lab,China,35.86166,104.195397,Tencent YOUTU Lab,1.0,POINT (104.195397 35.86166)
2033,"Manning College of Information & Computer Sciences, University of Massachusetts at Amherst",United States,42.39508,-72.531313,"Manning College of Information & Computer Sciences, University of Massachusetts at Amherst",1.0,POINT (-72.531313 42.39508)
2034,OPPO Research Institute,China,35.86166,104.195397,OPPO Research Institute,5.0,POINT (104.195397 35.86166)
2035,Korea Advanced Institute of Science & Technology (kaist.ac.kr),South Korea,36.3721427,127.36039,Korea Advanced Institute of Science & Technology (kaist.ac.kr),1.0,POINT (127.36039 36.3721427)
2036,", Institute of automation, Chinese academy of science",China,35.86166,104.195397,", Institute of automation, Chinese academy of science",8.0,POINT (104.195397 35.86166)
2037,LMU Munich,Germany,48.1509185,11.5798609,LMU Munich,13.0,POINT (11.5798609 48.1509185)
2038,"University of Texas, Dallas",United States,32.9856977,-96.7502473,"University of Texas, Dallas",10.0,POINT (-96.7502473 32.9856977)
2039,Alibaba,China,35.86166,104.195397,Alibaba,3.0,POINT (104.195397 35.86166)
2040,University of British Columbia,Canada,49.26060520000001,-123.2459939,University of British Columbia,87.0,POINT (-123.2459939 49.26060520000001)
2041,Xiamen Univeristy,China,24.4373484,118.097855,Xiamen Univeristy,1.0,POINT (118.097855 24.4373484)
2042,Guangxi Normal University,China,24.3255257,109.4154583,Guangxi Normal University,4.0,POINT (109.4154583 24.3255257)
2043,Inria,France,48.8370198,2.1031187,Inria,10.0,POINT (2.1031187 48.8370198)
2044,The University of Texas at Dallas,United States,32.9856977,-96.7502473,The University of Texas at Dallas,5.0,POINT (-96.7502473 32.9856977)
2045,CNRS/IMB,France,46.227638,2.213749,CNRS/IMB,2.0,POINT (2.213749 46.227638)
2046,"Nara Institute of Science and Technology, Japan",Japan,34.7326198,135.7340145,"Nara Institute of Science and Technology, Japan",1.0,POINT (135.7340145 34.7326198)
2047,"The Hong Kong Polytechnic University, Hong Kong Polytechnic University",China,22.3045633,114.1795767,"The Hong Kong Polytechnic University, Hong Kong Polytechnic University",4.0,POINT (114.1795767 22.3045633)
2048,IBM Research,USA,37.09024,-95.712891,IBM Research,23.0,POINT (-95.712891 37.09024)
2049,Huawei Technologies,China,41.750698,-87.9312705,Huawei Technologies,1.0,POINT (-87.9312705 41.750698)
2050,Universiti Malaya,Malaysia,3.1219268,101.6569942,Universiti Malaya,3.0,POINT (101.6569942 3.1219268)
2051,LinkedIn,United States,37.09024,-95.712891,LinkedIn,12.0,POINT (-95.712891 37.09024)
2052,OrCam,Israel,31.046051,34.851612,OrCam,1.0,POINT (34.851612 31.046051)
2053,University of Colorado at Boulder,United States,40.0073499,-105.2659871,University of Colorado at Boulder,5.0,POINT (-105.2659871 40.0073499)
2054,Vector Institute,Canada,43.6593533,-79.3894224,Vector Institute,21.0,POINT (-79.3894224 43.6593533)
2055,Chinese academic of science,China,35.86166,104.195397,Chinese academic of science,1.0,POINT (104.195397 35.86166)
2056,"Department of Computer Science, University of North Carolina at Chapel Hill",United States,35.909876,-79.05322509999999,"Department of Computer Science, University of North Carolina at Chapel Hill",25.0,POINT (-79.05322509999999 35.909876)
2057,Institut de Physique du Globe,France,48.8447733,2.356462,Institut de Physique du Globe,1.0,POINT (2.356462 48.8447733)
2058,The University of Nottingham Ningbo China,China,29.803449,121.561609,The University of Nottingham Ningbo China,1.0,POINT (121.561609 29.803449)
2059,National Yang Ming Chiao Tung University,Taiwan,24.7868862,120.9974969,National Yang Ming Chiao Tung University,11.0,POINT (120.9974969 24.7868862)
2060,Cold Spring Harbor Laboratory,United States,40.8580545,-73.4669315,Cold Spring Harbor Laboratory,3.0,POINT (-73.4669315 40.8580545)
2061,ServiceNow,United States,37.09024,-95.712891,ServiceNow,8.0,POINT (-95.712891 37.09024)
2062,"Institute of Information Engineering, Chinese Academy of Sciences",China,39.9106327,116.3356321,"Institute of Information Engineering, Chinese Academy of Sciences",6.0,POINT (116.3356321 39.9106327)
2063,Heinrich-Heine University Düsseldorf,Germany,51.19134039999999,6.7940893,Heinrich-Heine University Düsseldorf,1.0,POINT (6.7940893 51.19134039999999)
2064,Guangxi University,China,22.814458,108.324213,Guangxi University,1.0,POINT (108.324213 22.814458)
2065,Datakalab,Spain,40.46366700000001,-3.74922,Datakalab,2.0,POINT (-3.74922 40.46366700000001)
2066,International Business Machines,USA,37.09024,-95.712891,International Business Machines,148.0,POINT (-95.712891 37.09024)
2067,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",China,31.8205699,117.22901,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",3.0,POINT (117.22901 31.8205699)
2068,RPTU Kaiserslautern-Landau,Germany,49.4400657,7.7491265,RPTU Kaiserslautern-Landau,2.0,POINT (7.7491265 49.4400657)
2069,"Center for Excellence in Brain and Intelligence Technology, Chinese Academy of Sciences",China,39.9106327,116.3356321,"Center for Excellence in Brain and Intelligence Technology, Chinese Academy of Sciences",1.0,POINT (116.3356321 39.9106327)
2070,shanghai ai lab,China,31.230416,121.473701,shanghai ai lab,9.0,POINT (121.473701 31.230416)
2071,Sapienza University of Rome,Italy,41.9037626,12.5144384,Sapienza University of Rome,15.0,POINT (12.5144384 41.9037626)
2072,Banca d'Italia,Italy,41.87194,12.56738,Banca d'Italia,1.0,POINT (12.56738 41.87194)
2073,University of Guelph,Canada,43.5327217,-80.22618039999999,University of Guelph,3.0,POINT (-80.22618039999999 43.5327217)
2074,"EECS, University of Ottawa",Canada,45.42310639999999,-75.68313289999999,"EECS, University of Ottawa",1.0,POINT (-75.68313289999999 45.42310639999999)
2075,Kyung Hee University,South Korea,37.5968367,127.0518435,Kyung Hee University,8.0,POINT (127.0518435 37.5968367)
2076,"Department of Computer Science, University College London, University of London",United Kingdom,51.52501789999999,-0.1328307,"Department of Computer Science, University College London, University of London",9.0,POINT (-0.1328307 51.52501789999999)
2077,Università di Genova,Italy,44.4071448,8.934738099999999,Università di Genova,1.0,POINT (8.934738099999999 44.4071448)
2078,JD.com,China,35.86166,104.195397,JD.com,1.0,POINT (104.195397 35.86166)
2079,Allen Institute,United States,37.09024,-95.712891,Allen Institute,6.0,POINT (-95.712891 37.09024)
2080,Saarland University,Germany,49.255122,7.040951400000001,Saarland University,1.0,POINT (7.040951400000001 49.255122)
2081,Michigan State University,United States,42.7250725,-84.47908269999999,Michigan State University,88.0,POINT (-84.47908269999999 42.7250725)
2082,"Saarland Informatics Campus, Max-Planck Institute",Germany,49.2571562,7.0448045,"Saarland Informatics Campus, Max-Planck Institute",12.0,POINT (7.0448045 49.2571562)
2083,Cyprus University of Technology,Cyprus,34.675141,33.044167,Cyprus University of Technology,1.0,POINT (33.044167 34.675141)
2084,"NTT, The University of Tokyo",Japan,35.7138151,139.7627372,"NTT, The University of Tokyo",2.0,POINT (139.7627372 35.7138151)
2085,Facebook,United States,37.09024,-95.712891,Facebook,224.0,POINT (-95.712891 37.09024)
2086,University of California San Francisco,United States,37.7626459,-122.4587106,University of California San Francisco,1.0,POINT (-122.4587106 37.7626459)
2087,"Institute of automation, Chinese academy of sciences",China,39.980196,116.333305,"Institute of automation, Chinese academy of sciences",3.0,POINT (116.333305 39.980196)
2088,University of Southern Denmark - SDU,Denmark,55.3689827,10.4282364,University of Southern Denmark - SDU,3.0,POINT (10.4282364 55.3689827)
2089,Sony AI Inc.,Japan,36.204824,138.252924,Sony AI Inc.,1.0,POINT (138.252924 36.204824)
2090,Princeton Computational Memory Lab,United States,40.3572976,-74.6672226,Princeton Computational Memory Lab,1.0,POINT (-74.6672226 40.3572976)
2091,"Università di Pisa, University of Pisa",Italy,43.7167235,10.3988593,,1.0,POINT (10.3988593 43.7167235)
2092,Beijing Information Science and Technology University,China,39.904211,116.407395,Beijing Information Science and Technology University,1.0,POINT (116.407395 39.904211)
2093,MGH and Harvard Medical School,United States,42.3356451,-71.104215,MGH and Harvard Medical School,1.0,POINT (-71.104215 42.3356451)
2094,Layer6 AI,Canada,56.130366,-106.346771,Layer6 AI,9.0,POINT (-106.346771 56.130366)
2095,DKFZ,Germany,49.414414,8.672960699999999,DKFZ,1.0,POINT (8.672960699999999 49.414414)
2096,Meta Reality Labs Research,USA,37.09024,-95.712891,Meta Reality Labs Research,2.0,POINT (-95.712891 37.09024)
2097,Dana-Farber Cancer Institute,United States,42.3377821,-71.1080088,Dana-Farber Cancer Institute,1.0,POINT (-71.1080088 42.3377821)
2098,Adobe Systems,United States,37.09024,-95.712891,Adobe Systems,80.0,POINT (-95.712891 37.09024)
2099,NCSOFT Co.,South Korea,35.907757,127.766922,NCSOFT Co.,1.0,POINT (127.766922 35.907757)
2100,Meituan Inc.,China,35.86166,104.195397,Meituan Inc.,1.0,POINT (104.195397 35.86166)
2101,"Hitachi, ltd",Japan,36.204824,138.252924,,1.0,POINT (138.252924 36.204824)
2102,Archimedes/Athena RC,Greece,38.0371157,23.8035391,Archimedes/Athena RC,2.0,POINT (23.8035391 38.0371157)
2103,"John Hopcroft Center, Shanghai Jiao Tong University",China,31.0252201,121.4337784,"John Hopcroft Center, Shanghai Jiao Tong University",8.0,POINT (121.4337784 31.0252201)
2104,Pohang University of Science and Technology,South Korea,36.0138857,129.3231836,Pohang University of Science and Technology,49.0,POINT (129.3231836 36.0138857)
2105,Skoltech,Russia,55.6977407,37.3595732,Skoltech,9.0,POINT (37.3595732 55.6977407)
2106,Copenhagen University,Denmark,55.6802303,12.5724096,Copenhagen University,13.0,POINT (12.5724096 55.6802303)
2107,Chongqing Technology and Business University,China,29.529766,106.569271,Chongqing Technology and Business University,3.0,POINT (106.569271 29.529766)
2108,Helmholtz Zentrum Muenchen,Germany,48.1351253,11.5819806,Helmholtz Zentrum Muenchen,1.0,POINT (11.5819806 48.1351253)
2109,"Universidade Federal de Minas Gerais, Brazil",Brazil,-19.870682,-43.9677359,"Universidade Federal de Minas Gerais, Brazil",1.0,POINT (-43.9677359 -19.870682)
2110,"The University of Tennessee, Knoxville",United States,35.9489531,-83.93742259999999,"The University of Tennessee, Knoxville",1.0,POINT (-83.93742259999999 35.9489531)
2111,NTT Corporation,Japan,36.204824,138.252924,NTT Corporation,4.0,POINT (138.252924 36.204824)
2112,Johns Hopkins Univ,United States,39.3299013,-76.6205177,Johns Hopkins Univ,2.0,POINT (-76.6205177 39.3299013)
2113,Duisburg-Essen University,Germany,51.42781300000001,6.799585599999999,Duisburg-Essen University,2.0,POINT (6.799585599999999 51.42781300000001)
2114,Université Côte d'Azur,France,43.7168559,7.2679621,Université Côte d'Azur,3.0,POINT (7.2679621 43.7168559)
2115,Kyungpook National University,South Korea,35.888836,128.6102997,Kyungpook National University,6.0,POINT (128.6102997 35.888836)
2116,Microsoft Research Asia,China,35.86166,104.195397,Microsoft Research Asia,47.0,POINT (104.195397 35.86166)
2117,Aurora,Norway,60.47202399999999,8.468945999999999,Aurora,2.0,POINT (8.468945999999999 60.47202399999999)
2118,"The Chinese University of Hong Kong , Shenzhen",China,22.687845,114.209931,"The Chinese University of Hong Kong , Shenzhen",1.0,POINT (114.209931 22.687845)
2119,Technische Universität Dresden,Germany,51.0285861,13.7313505,Technische Universität Dresden,6.0,POINT (13.7313505 51.0285861)
2120,University of Illinois at Urbana-Champaign,United States,40.1019523,-88.2271615,University of Illinois at Urbana-Champaign,137.0,POINT (-88.2271615 40.1019523)
2121,JPMorgan & Chase,United States,37.09024,-95.712891,JPMorgan & Chase,1.0,POINT (-95.712891 37.09024)
2122,Meta AI,USA,37.09024,-95.712891,Meta AI,74.0,POINT (-95.712891 37.09024)
2123,Institut de Mathématique de Toulouse,France,43.5617362,1.4658562,Institut de Mathématique de Toulouse,2.0,POINT (1.4658562 43.5617362)
2124,Institute of Cancer Research,United Kingdom,51.3440949,-0.1892491,Institute of Cancer Research,3.0,POINT (-0.1892491 51.3440949)
2125,"Massachusetts General Hospital, Harvard Medical School",United States,42.3356451,-71.104215,"Massachusetts General Hospital, Harvard Medical School",1.0,POINT (-71.104215 42.3356451)
2126,University of Adelaide/Australian Institute of Machine Learning,Australia,-34.9208823,138.6080315,University of Adelaide/Australian Institute of Machine Learning,2.0,POINT (138.6080315 -34.9208823)
2127,Tianjin Medical University,China,39.379604,117.0571072,Tianjin Medical University,1.0,POINT (117.0571072 39.379604)
2128,Leibniz University Hannover,Germany,52.3822216,9.7177805,Leibniz University Hannover,1.0,POINT (9.7177805 52.3822216)
2129,Meta Platforms Inc.,USA,37.09024,-95.712891,Meta Platforms Inc.,1.0,POINT (-95.712891 37.09024)
2130,"Noah’s Ark Lab, Huawei Technologies",China,35.86166,104.195397,"Noah’s Ark Lab, Huawei Technologies",3.0,POINT (104.195397 35.86166)
2131,"Ohio State University, Columbus",United States,40.0060889,-83.0282624,"Ohio State University, Columbus",47.0,POINT (-83.0282624 40.0060889)
2132,Volkswagen Group,Germany,51.165691,10.451526,Volkswagen Group,1.0,POINT (10.451526 51.165691)
2133,Research Network Data Science @ University of Vienna,Austria,48.21318549999999,16.3600504,Research Network Data Science @ University of Vienna,1.0,POINT (16.3600504 48.21318549999999)
2134,Xi'an University of Software Engineering Institute,China,34.2658138,108.9540936,Xi'an University of Software Engineering Institute,1.0,POINT (108.9540936 34.2658138)
2135,Fuzhou University,China,26.0818505,119.2865017,Fuzhou University,8.0,POINT (119.2865017 26.0818505)
2136,"University of Illinois, Urbana-Champaign",United States,40.1019523,-88.2271615,"University of Illinois, Urbana-Champaign",46.0,POINT (-88.2271615 40.1019523)
2137,Indian Institute of Technology Bombay,India,19.1330605,72.9151061,Indian Institute of Technology Bombay,4.0,POINT (72.9151061 19.1330605)
2138,"Global Engineering and Materials, Inc.",USA,41.3822592,-72.24102859999999,"Global Engineering and Materials, Inc.",2.0,POINT (-72.24102859999999 41.3822592)
2139,NVIDIA Corporation,USA,37.09024,-95.712891,NVIDIA Corporation,1.0,POINT (-95.712891 37.09024)
2140,Maryville University,United States,38.6461821,-90.5036535,,1.0,POINT (-90.5036535 38.6461821)
2141,Megagon Labs,USA,37.390771,-122.0817797,Megagon Labs,1.0,POINT (-122.0817797 37.390771)
2142,University of Virginia Main Campus,United States,37.4315734,-78.6568942,University of Virginia Main Campus,2.0,POINT (-78.6568942 37.4315734)
2143,Berlin Institute of Health,Germany,52.520611,13.4018697,Berlin Institute of Health,1.0,POINT (13.4018697 52.520611)
2144,University of Chicago,United States,41.7904484,-87.6003953,University of Chicago,114.0,POINT (-87.6003953 41.7904484)
2145,Istituto Italiano di Tecnologia,Italy,41.87194,12.56738,Istituto Italiano di Tecnologia,18.0,POINT (12.56738 41.87194)
2146,"Advanced Research Lab, Navinfo Europe B.V",Netherlands,52.132633,5.291265999999999,"Advanced Research Lab, Navinfo Europe B.V",1.0,POINT (5.291265999999999 52.132633)
2147,Auburn University,United States,32.6047841,-85.4852488,Auburn University,4.0,POINT (-85.4852488 32.6047841)
2148,The University of Adelaide,Australia,-34.920603,138.6062277,The University of Adelaide,5.0,POINT (138.6062277 -34.920603)
2149,Vrije Universiteit Amsterdam,Netherlands,52.3337568,4.8657199,Vrije Universiteit Amsterdam,13.0,POINT (4.8657199 52.3337568)
2150,University of Palermo,Italy,38.1174347,13.3700307,University of Palermo,1.0,POINT (13.3700307 38.1174347)
2151,", Purdue University",United States,40.4237054,-86.92119459999999,", Purdue University",5.0,POINT (-86.92119459999999 40.4237054)
2152,"DCST, Tsinghua University",China,39.9996674,116.3264439,"DCST, Tsinghua University",1.0,POINT (116.3264439 39.9996674)
2153,Gran Sasso Science Institute,Italy,42.3445982,13.396481,Gran Sasso Science Institute,4.0,POINT (13.396481 42.3445982)
2154,HKU,Hong Kong,22.3193039,114.1693611,HKU,1.0,POINT (114.1693611 22.3193039)
2155,Tinkoff,Russia,61.52401,105.318756,Tinkoff,6.0,POINT (105.318756 61.52401)
2156,iNaturalist,United States,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
2157,Provenance AI Inc,USA,37.09024,-95.712891,Provenance AI Inc,1.0,POINT (-95.712891 37.09024)
2158,KTH Royal Institute of Technology,Sweden,59.3498706,18.0702566,KTH Royal Institute of Technology,25.0,POINT (18.0702566 59.3498706)
2159,AREA Science Park,Italy,45.6579126,13.8294638,AREA Science Park,3.0,POINT (13.8294638 45.6579126)
2160,Tufts University,United States,42.4085371,-71.1182729,Tufts University,12.0,POINT (-71.1182729 42.4085371)
2161,sensetime,China,35.86166,104.195397,,1.0,POINT (104.195397 35.86166)
2162,Tencent Wechat,China,35.86166,104.195397,Tencent Wechat,1.0,POINT (104.195397 35.86166)
2163,Aix-Marseille University,France,43.2922073,5.359122699999999,Aix-Marseille University,2.0,POINT (5.359122699999999 43.2922073)
2164,Sudan University for Science and Technology,Sudan,15.5991991,32.5129214,Sudan University for Science and Technology,1.0,POINT (32.5129214 15.5991991)
2165,"College of Computer Science and Software Engineering, Shenzhen University",China,22.53306,113.932813,"College of Computer Science and Software Engineering, Shenzhen University",1.0,POINT (113.932813 22.53306)
2166,Lawrence Livermore National Labs,United States,37.6869634,-121.7058752,Lawrence Livermore National Labs,14.0,POINT (-121.7058752 37.6869634)
2167,Systems & Technology Research,USA,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
2168,Shanghai Artificial Intelligence Laboratory,China,31.230416,121.473701,Shanghai Artificial Intelligence Laboratory,36.0,POINT (121.473701 31.230416)
2169,Stevens Institute of Technology,United States,40.74482030000001,-74.0256485,Stevens Institute of Technology,14.0,POINT (-74.0256485 40.74482030000001)
2170,Concordia AI,Canada,45.4948363,-73.5779128,,1.0,POINT (-73.5779128 45.4948363)
2171,Dalle Molle Institute for Artificial Intelligence Research,Italy,41.87194,12.56738,Dalle Molle Institute for Artificial Intelligence Research,2.0,POINT (12.56738 41.87194)
2172,Hong Kong University of Science and Technology,China,35.86166,104.195397,Hong Kong University of Science and Technology,177.0,POINT (104.195397 35.86166)
2173,Electronics and Telecommunications Research Institute,South Korea,36.3814132,127.3676214,Electronics and Telecommunications Research Institute,5.0,POINT (127.3676214 36.3814132)
2174,The Queen's University Belfast,Northern Ireland,54.5844087,-5.9340494,The Queen's University Belfast,1.0,POINT (-5.9340494 54.5844087)
2175,Czech Technical University of Prague,Czechia,50.1031749,14.3947511,Czech Technical University of Prague,2.0,POINT (14.3947511 50.1031749)
2176,Amsterdam UMC,Netherlands,52.2952164,4.957639599999999,Amsterdam UMC,3.0,POINT (4.957639599999999 52.2952164)
2177,Czech technical university in Prague,Czechia,50.1031749,14.3947511,Czech technical university in Prague,1.0,POINT (14.3947511 50.1031749)
2178,UT Dallas,United States,32.9856977,-96.7502473,UT Dallas,1.0,POINT (-96.7502473 32.9856977)
2179,University of Minnesota - Twin Cities,United States,44.9753541,-93.2330739,University of Minnesota - Twin Cities,17.0,POINT (-93.2330739 44.9753541)
2180,"Seoul National University, Seoul National University",South Korea,37.4648267,126.9571988,"Seoul National University, Seoul National University",2.0,POINT (126.9571988 37.4648267)
2181,Centrum Wiskunde & Informatica,Netherlands,52.3565315,4.9519851,,1.0,POINT (4.9519851 52.3565315)
2182,DeepMind,United Kingdom,55.378051,-3.435973,DeepMind,218.0,POINT (-3.435973 55.378051)
2183,National Institute of Informatics,Japan,35.692635,139.7579122,National Institute of Informatics,5.0,POINT (139.7579122 35.692635)
2184,KAIST AI,South Korea,36.3721427,127.36039,KAIST AI,3.0,POINT (127.36039 36.3721427)
2185,National Tsinghua University,Taiwan,24.7961217,120.9966699,National Tsinghua University,5.0,POINT (120.9966699 24.7961217)
2186,Queens University,Canada,44.2252795,-76.49514119999999,Queens University,1.0,POINT (-76.49514119999999 44.2252795)
2187,Seoul National University,South Korea,37.4648267,126.9571988,Seoul National University,218.0,POINT (126.9571988 37.4648267)
2188,Université de Lausanne,Switzerland,46.5196535,6.6322734,Université de Lausanne,3.0,POINT (6.6322734 46.5196535)
2189,Woven By Toyota,Japan,36.204824,138.252924,Woven By Toyota,1.0,POINT (138.252924 36.204824)
2190,"Center for Theoretical Neuroscience, Columbia University",United States,40.8075355,-73.9625727,"Center for Theoretical Neuroscience, Columbia University",2.0,POINT (-73.9625727 40.8075355)
2191,University Hospital Zurich,Switzerland,47.3766158,8.549177499999999,University Hospital Zurich,1.0,POINT (8.549177499999999 47.3766158)
2192,AI21 Labs,Israel,31.046051,34.851612,AI21 Labs,3.0,POINT (34.851612 31.046051)
2193,Megvii Technology Inc.,China,35.86166,104.195397,Megvii Technology Inc.,15.0,POINT (104.195397 35.86166)
2194,ByteDance Research,China,35.86166,104.195397,ByteDance Research,6.0,POINT (104.195397 35.86166)
